"id","symbol"
100127905,"SMIM11P1"
100127907,"HNRNPCP7"
100127911,"ST13P12"
100127922,"SUMO2P6"
100127945,"SOCS5P3"
100127950,"HECW1-IT1"
100127952,"ATF4P4"
100127955,"LOC100127955"
100127960,"BCAS2P1"
100127967,"KRT73-AS1"
100127969,"VN1R96P"
100127976,"VTI1BP3"
100127979,"FUNDC2P4"
100127983,"C8orf88"
100127989,"MED15P4"
100128002,"LOC100128002"
100128006,"LOC100128006"
100128010,"SUMO2P17"
100128011,"FAR1P1"
100128012,"ISCA1P4"
100128015,"HMGN1P26"
100128017,"TULP3P1"
100128020,"ACTR3P3"
100128023,"DPPA2P3"
100128025,"WWTR1-AS1"
100128029,"KNOP1P3"
100128033,"PIGPP3"
100128036,"KLF7P1"
100128041,"KRT19P4"
100128042,"BRD7P6"
100128043,"FAF2P1"
100128044,"HNRNPA1P11"
100128054,"PLCE1-AS1"
100128055,"SMARCA5-AS1"
100128060,"RPS7P10"
100128061,"HNRNPDLP2"
100128062,"SLC2A3P1"
100128071,"FAM229A"
100128081,"JAZF1-AS1"
100128083,"RPS15AP40"
100128092,"PRDX3P2"
100128094,"LPCAT2BP"
100128098,"ST8SIA6-AS1"
100128109,"MEF2BNBP1"
100128110,"CHCHD2P3"
100128115,"RPL26P35"
100128118,"CCNHP1"
100128119,"SLC25A51P3"
100128126,"STAU2-AS1"
100128132,"TMCC1P1"
100128135,"GVINP2"
100128136,"NDUFA5P4"
100128139,"LINC01233"
100128140,"RPS4XP17"
100128145,"CLCP2"
100128159,"ATF1P1"
100128162,"RPS6P7"
100128164,"LOC100128164"
100128177,"NDUFS5P5"
100128179,"RAP1BP2"
100128181,"FMO10P"
100128183,"PABPC1P7"
100128190,"SLC9B1P1"
100128191,"TMPO-AS1"
100128203,"ENSAP3"
100128217,"GTF3AP5"
100128220,"EDDM3DP"
100128227,"HMGB1P20"
100128236,"GAFA3"
100128237,"YRDCP2"
100128252,"ZNF667-AS1"
100128254,"FAM90A28P"
100128260,"WASIR1"
100128262,"TNK2-AS1"
100128264,"HTR5A-AS1"
100128266,"RANP6"
100128275,"SYF2P2"
100128285,"DNM1P35"
100128292,"DLG5-AS1"
100128299,"SOCS5P2"
100128302,"SDHCP2"
100128307,"PIGCP2"
100128312,"SLC25A6P6"
100128317,"LOC100128317"
100128324,"EXOGP1"
100128327,"BET3L"
100128327,"bA259P20.2"
100128327,"TRAPPC3L"
100128337,"IPO7P2"
100128338,"FAM83H-AS1"
100128339,"BCAS2P3"
100128341,"RBMX2P1"
100128368,"VN1R21P"
100128372,"HMGN2P28"
100128384,"VN1R65P"
100128385,"FAM225B"
100128390,"CALM2P1"
100128398,"LOC100128398"
100128410,"NPM1P34"
100128412,"VTA1P2"
100128420,"LINC00892"
100128423,"RPS24P14"
100128427,"UBTFL9"
100128448,"UQCRHP4"
100128450,"RPS6P8"
100128456,"CCNB1IP1P3"
100128459,"CCNJP1"
100128462,"RPF2P2"
100128465,"IFIT6P"
100128469,"SNRPCP3"
100128483,"TPT1P2"
100128493,"UBE2V2P1"
100128494,"LOC100128494"
100128496,"C20orf78"
100128503,"DPPA2P2"
100128505,"ASTN2-AS1"
100128511,"NEBL-AS1"
100128512,"FXYD6P2"
100128514,"ARHGAP42P5"
100128516,"ATP5F1P5"
100128521,"TPT1P14"
100128522,"HPRTP4"
100128525,"UQCRFS1P1"
100128536,"SETP8"
100128537,"C1orf132"
100128541,"ATP6V1G1P2"
100128542,"BET1P1"
100128553,"cTAGE-4"
100128553,"CTAGE4"
100128560,"MYHAS"
100128568,"LOC100128568"
100128569,"TEKTIP1"
100128569,"C19orf71"
100128574,"ARMCX3-AS1"
100128579,"CDKN2AIPNLP2"
100128589,"GAPDHP39"
100128590,"SLC8A1-AS1"
100128594,"LL0XNC01-116E7.2"
100128595,"HNRNPDLP1"
100128617,"UBA52P7"
100128618,"SLC25A3P2"
100128625,"SRSF1P1"
100128626,"PPP1R2P10"
100128627,"CDC42P3"
100128628,"RGS17P1"
100128637,"EEF1A1P26"
100128639,"HMGB1P48"
100128640,"ACVR2B-AS1"
100128657,"CHCHD4P2"
100128665,"FYTTD1P1"
100128675,"HPN-AS1"
100128681,"CCNG2P1"
100128682,"LINC01531"
100128685,"SLC16A14P1"
100128688,"GPR50-AS1"
100128690,"ELL2P4"
100128696,"PABPC1P6"
100128701,"HNRNPA1P41"
100128705,"AK4P4"
100128707,"NIFKP4"
100128710,"RPL9P30"
100128712,"SLMO2P3"
100128723,"CBX1P3"
100128725,"APOOP4"
100128731,"OST4"
100128733,"FCF1P3"
100128750,"RBPMS-AS1"
100128756,"RPS7P9"
100128764,"PRKRIRP6"
100128766,"RPL8P2"
100128770,"LOC100128770"
100128771,"EIF4BP3"
100128777,"KLF8P1"
100128781,"FAM35CP"
100128782,"LINC00476"
100128787,"LINC01349"
100128788,"SRRM2-AS1"
100128790,"LYPLA2P3"
100128801,"DRAXINP1"
100128811,"GPR158-AS1"
100128822,"LINC01003"
100128827,"FRG2FP"
100128830,"LINC01165"
100128834,"CLK3P2"
100128836,"HNRNPA1P36"
100128845,"CDC42EP3P1"
100128849,"BNIP3P34"
100128853,"ZNF725P"
100128857,"B3GALNT1P1"
100128867,"RBM22P3"
100128880,"RAD1P1"
100128881,"VPS9D1-AS1"
100128889,"NDUFAF4P4"
100128890,"FAM66B"
100128893,"GATA6-AS1"
100128894,"NAP1L1P2"
100128899,"RPL7L1P9"
100128902,"PRDX3P3"
100128903,"NPM1P4"
100128908,"CIROP"
100128908,"HTX12"
100128908,"LMLN2"
100128911,"PCNPP2"
100128912,"RPS21P4"
100128923,"RPS6P16"
100128927,"ZBTB42"
100128927,"ZNF925"
100128927,"LCCS6"
100128930,"SDCBPP1"
100128934,"FXYD6P1"
100128936,"RPL10AP6"
100128946,"LINC01310"
100128961,"GAPDHP62"
100128963,"RPL3P9"
100128974,"RBM17P4"
100128977,"MAPT-AS1"
100128982,"KATNBL1P4"
100128985,"NPM1P38"
100128990,"MED6P1"
100128991,"RSL24D1P9"
100128998,"C20orf181"
100129004,"RPL3P10"
100129005,"APOOP2"
100129007,"FMO8P"
100129008,"CUL4AP1"
100129009,"DCAF13P1"
100129013,"ACTR3P2"
100129023,"ARF4P4"
100129031,"UBL5P3"
100129032,"GLYATL1P1"
100129040,"CCDC11P1"
100129045,"EIF3KP2"
100129049,"PIGFP3"
100129050,"CICP20"
100129053,"KDM4F"
100129053,"JMJD2F"
100129060,"SEMA3F-AS1"
100129061,"RPL7P25"
100129066,"UNQ6494"
100129067,"NPM1P35"
100129074,"PRKRIRP5"
100129075,"KTN1-AS1"
100129080,"TDGF1P7"
100129086,"HIGD1AP1"
100129094,"BTNL10"
100129107,"TCF3P1"
100129123,"ACE3P"
100129124,"TVP23BP1"
100129128,"KHDC1L"
100129138,"LOC100129138"
100129143,"SMUG1P1"
100129160,"NMNAT1P2"
100129162,"RSL24D1P2"
100129167,"RFESDP1"
100129174,"POLR2KP2"
100129175,"LOC100129175"
100129176,"RPL13P6"
100129179,"RPL9P5"
100129192,"MICC"
100129193,"MUPP"
100129195,"ZSCAN16-AS1"
100129196,"MATN1-AS1"
100129199,"RPS3AP40"
100129201,"PRR13P3"
100129213,"SLC39A12-AS1"
100129215,"LOC100129215"
100129216,"DEFB131B"
100129227,"RPS6P22"
100129229,"HNRNPCP10"
100129231,"HSPA8P20"
100129237,"NPM1P21"
100129239,"CXorf51A"
100129239,"CXorf51"
100129243,"RPS15AP12"
100129248,"PDSS1P1"
100129250,"SMIM27"
100129250,"TOPORS-AS1"
100129250,"C9orf133"
100129251,"FTLP4"
100129256,"NMNAT1P5"
100129259,"BRD7P5"
100129260,"RPL7L1P1"
100129269,"LINC01160"
100129271,"LEP7"
100129271,"KPLCE"
100129271,"C1orf68"
100129271,"XP32"
100129272,"TOMM20P4"
100129277,"TPMTP3"
100129278,"TDRD15"
100129279,"RPS27P14"
100129283,"LDHBP3"
100129288,"MORF4L1P5"
100129291,"LOC100129291"
100129298,"TPMTP4"
100129306,"RPS20P32"
100129308,"DNAJA1P1"
100129315,"VN1R66P"
100129319,"SLC25A6P5"
100129320,"HMGB3P10"
100129325,"HNRNPA1P64"
100129329,"SNRPEP3"
100129337,"EIF4BP2"
100129347,"LINC00484"
100129348,"CDCA4P2"
100129351,"AGGF1P4"
100129354,"NRADDP"
100129355,"BOD1P2"
100129357,"RPL9P29"
100129361,"SMIM10L1"
100129368,"HNRNPH1P2"
100129382,"PRKRIRP4"
100129385,"C9ORF92"
100129385,"C9orf92"
100129387,"GABPB1-AS1"
100129396,"FAM106CP"
100129401,"LYPLA1P1"
100129402,"HAUS4P1"
100129403,"EEF1GP4"
100129405,"MSTO2P"
100129407,"DMRTC1-AS1"
100129407,"FAM236A"
100129407,"LINC00684"
100129423,"EI24P1"
100129427,"DDC-AS1"
100129428,"RANP5"
100129434,"LOC100129434"
100129438,"ZFRP1"
100129452,"GAMTP2"
100129459,"PWWP2AP1"
100129460,"DPY19L1P1"
100129461,"LYRM4-AS1"
100129464,"LINC01546"
100129468,"BOD1P1"
100129472,"PTP4A1P6"
100129480,"MKRN2OS"
100129480,"MKRN2-AS1"
100129480,"C3orf83"
100129482,"ZNF37BP"
100129484,"LOC100129484"
100129503,"LOC100129503"
100129507,"MAN1A2P1"
100129512,"POU5F1P2"
100129515,"ETDB"
100129515,"LINC00633"
100129520,"TEX13C"
100129528,"MUC8"
100129534,"LOC100129534"
100129543,"ZNF730"
100129555,"HMGN1P7"
100129556,"RPS10P27"
100129557,"HNRNPA3P8"
100129561,"MYL6P3"
100129564,"PTP4A1P4"
100129566,"SNRPCP2"
100129570,"PEBP1P3"
100129583,"FAM47E"
100129584,"RPL17P44"
100129587,"VN1R34P"
100129591,"RPL29P24"
100129594,"FAM8A3P"
100129595,"PRUNEP1"
100129597,"LINC00462"
100129604,"PABPC1P12"
100129606,"HNRNPA1P73"
100129620,"LOC100129620"
100129622,"RSU1P1"
100129627,"PPP1R1AP2"
100129640,"DDX55P1"
100129647,"RPL5P35"
100129650,"RPS26P55"
100129654,"TCF-24"
100129654,"bHLHa25"
100129654,"TCF24"
100129662,"FGF13-AS1"
100129664,"SLMO2P1"
100129669,"IZUMO3"
100129669,"C9orf134"
100129669,"bA20A20.1"
100129690,"RAD1P2"
100129692,"EIF4BP9"
100129694,"R3HDM2P2"
100129696,"TFP1"
100129706,"HMGB1P13"
100129708,"IPO7P1"
100129714,"RCC2P8"
100129716,"ARRDC3-AS1"
100129722,"STPG3-AS1"
100129723,"HMGB1P12"
100129726,"LINC01126"
100129727,"TMED10P2"
100129731,"RAB11AP1"
100129736,"CDV3P1"
100129738,"SETP9"
100129739,"DYNLL1P4"
100129743,"RPL7P14"
100129755,"RSL24D1P1"
100129769,"AKR1B1P6"
100129772,"TMPOP1"
100129777,"BNIP3P6"
100129784,"RPL17P26"
100129792,"CH5400"
100129792,"CCDC152"
100129793,"TLK1P1"
100129794,"SLC25A21-AS1"
100129795,"NPM1P50"
100129800,"ZNF807"
100129801,"RPL12P37"
100129813,"CT45A11P"
100129815,"PGAM1P13"
100129824,"PIP5K1P2"
100129827,"MRVI1-AS1"
100129827,"IRAG1-AS1"
100129836,"COL4A2-AS2"
100129842,"ZNF102"
100129842,"ZNF737"
100129845,"PCOLCE-AS1"
100129853,"DNAJC19P1"
100129858,"SCOC-AS1"
100129863,"SUCLA2P2"
100129866,"EI24P2"
100129867,"RPL30P14"
100129871,"GRPEL2P3"
100129880,"NENFP2"
100129882,"RPL31P49"
100129917,"LOC100129917"
100129919,"HMGB1P45"
100129920,"HNRNPA1P40"
100129921,"RPL15P4"
100129924,"TMEM269"
100129929,"NUP210P2"
100129931,"LOC100129931"
100129933,"GLYATL1P2"
100129937,"KNOP1P1"
100129941,"RSL24D1P5"
100129958,"KRT8P44"
100129959,"AK3P4"
100129960,"SDCBPP2"
100129961,"CCNT2-AS1"
100129969,"FAM205CP"
100129969,"SPATA31F3"
100129969,"FAM205C"
100129972,"NPM1P47"
100129975,"RPL10P15"
100129976,"BRI3BPP1"
100129983,"UBE2CP3"
100129994,"GRPEL2P2"
100129995,"LINC01460"
100129998,"RPL5P27"
10013,"HD6"
10013,"JM21"
10013,"HDAC6"
10013,"PPP1R90"
10013,"CPBHM"
100130002,"HNRNPA1P23"
100130003,"SNRPGP2"
100130006,"EIF4A1P11"
100130009,"HMGA1P8"
100130014,"SETP5"
100130015,"URAHP"
100130017,"FTLP10"
100130029,"HMGA1P6"
100130038,"OSBPL9P2"
100130042,"MTHFD2P6"
100130043,"SETP17"
100130059,"VN1R70P"
100130060,"GNPATP"
100130064,"EIF4BP4"
100130074,"KRT17P8"
100130079,"RFPL4AP6"
100130086,"HSFX2"
100130097,"KIF28P"
100130099,"MIPEPP2"
100130105,"TRIM51CP"
100130106,"RPS23P7"
100130108,"ZNF849P"
100130109,"SNRPEP4"
100130110,"ZSWIM5P1"
100130111,"LOC100130111"
100130117,"DDX6P2"
100130119,"LAMTOR3P1"
100130139,"UBE2D3P2"
100130148,"MAPT-IT1"
100130155,"MIR124-2HG"
100130158,"KNOP1P5"
100130167,"NUS1P4"
100130178,"LSM3P4"
100130187,"TUBB3P2"
100130190,"SRRM1P3"
100130192,"RPS12P31"
100130196,"HNRNPCP9"
100130197,"EFCAB14-AS1"
100130204,"NIPA2P2"
100130211,"EEF1A1P29"
100130231,"LINC00861"
100130233,"NPM1P8"
100130234,"EEF1A1P27"
100130235,"KATNBL1P2"
100130239,"UBA52P6"
100130240,"RPS5P2"
100130247,"COX6CP3"
100130249,"PP2672"
100130251,"NXNP1"
100130253,"RCBTB2P1"
100130259,"SALL4P2"
100130260,"EEF1GP2"
100130265,"ARL2BPP4"
100130274,"CCDC166"
100130275,"TFAP2A-AS1"
100130277,"CDC27P2"
100130279,"HMGB1P44"
100130289,"SNRPGP10"
100130301,"C8orf89"
100130302,"SPT20L"
100130302,"FAM48B1"
100130302,"SUPT20HL1"
100130310,"MSANTD2P1"
100130311,"C17orf107"
100130313,"RPS6P23"
100130319,"TAF9BP2"
100130327,"NDUFA5P5"
100130331,"LOC100130331"
100130335,"NAP1L1P3"
100130338,"PABPC1P9"
100130342,"SCGB2B3P"
100130348,"TMEM262"
100130359,"MED28P4"
100130361,"CXorf49"
100130368,"SNRPGP4"
100130376,"MTRF1LP2"
100130383,"HIGD1AP12"
100130384,"CENPUP1"
100130386,"LINC00552"
100130388,"EEF1E1P1"
100130391,"YWHAQP5"
100130396,"ATP5LP4"
100130402,"B3GALNT2P1"
100130405,"HMGB3P26"
100130409,"BTF3P15"
100130418,"CECR7"
100130435,"RPS7P13"
100130449,"PP14571"
100130450,"RPL3P5"
100130461,"CBX1P4"
100130462,"HNF4GP1"
100130480,"LINC01387"
100130481,"CCT6P4"
100130484,"UBFD1P1"
100130495,"RPS12P26"
100130514,"PGAM1P1"
100130519,"TMEM221"
100130519,"Jiraiya"
100130520,"CD300H"
100130520,"CD300Hs"
100130522,"PARD6G-AS1"
100130523,"RPL5P8"
100130528,"SUCLG2P4"
100130535,"VIM2P"
100130539,"C10orf142"
100130539,"LINC02881"
100130548,"LOC100130548"
100130549,"ISCA1P6"
100130555,"RPL23AP68"
100130557,"NFYC-AS1"
100130561,"HMGB1P10"
100130562,"RPS2P5"
100130564,"SEPT7P7"
100130566,"EIF1P4"
100130572,"RAD23BP2"
100130581,"LINC00910"
100130584,"CLIC4P2"
100130587,"LOC100130587"
100130600,"CICP14"
100130603,"RBM22P13"
100130606,"NPM1P51"
100130613,"CXorf64"
100130613,"PRR32"
100130621,"RANP4"
100130626,"TCEB1P18"
100130631,"EEF1B2P4"
100130636,"SPATA31D2P"
100130637,"MORF4L1P7"
100130640,"YWHAZP7"
100130660,"HNRNPA1P45"
100130671,"IFNWP9"
100130677,"NFYAP1"
100130687,"FABP5P6"
100130691,"LOC100130691"
100130693,"ARHGAP42P2"
100130705,"SPMIP1"
100130705,"ATP6V1FNB"
100130708,"ANP32BP2"
100130717,"CECR5-AS1"
100130717,"HDHD5-AS1"
100130718,"RPL34P26"
100130719,"UQCRBP2"
100130721,"RSL24D1P3"
100130733,"LRRC70"
100130733,"SLRN"
100130742,"LRRC69"
100130756,"UQCRHP1"
100130758,"METTL15P1"
100130771,"EFCAB10"
100130775,"RPS27P23"
100130776,"AGAP2-AS1"
100130785,"SALL4P5"
100130786,"RPS3AP22"
100130799,"SRSF10P1"
100130803,"UBL5P1"
100130820,"CCNG1P1"
100130821,"OSBPL9P1"
100130827,"SBK3"
100130827,"SGK110"
100130848,"TSPY20P"
100130855,"USP3-AS1"
100130863,"ZNF840P"
100130866,"IFNWP15"
100130871,"ARMC8P1"
100130873,"CARM1P1"
100130879,"ZNRF2P3"
100130887,"ATE1-AS1"
100130889,"PSORS1C3"
100130890,"TSTD3"
100130892,"RPL7P32"
100130894,"VAC14-AS1"
100130898,"FLYWCH1P1"
100130922,"RPL22P22"
100130923,"PSMA2P1"
100130929,"RPL5P33"
100130932,"SNRPGP15"
100130933,"C17orf110"
100130933,"SMIM6"
100130934,"ZNF663P"
100130935,"CSAG4"
100130950,"LOC100130950"
100130954,"LINC01502"
100130958,"MRP2"
100130958,"SYCE1L"
100130962,"ATP5G1P7"
100130963,"RPL38P4"
100130967,"C6orf99"
100130968,"RPL7L1P4"
100130970,"CTBP2P2"
100130972,"PPP1R2P6"
100130980,"RPS2P35"
100130988,"SPMIP7"
100130988,"SPATA48"
100130988,"C7orf72"
100130994,"UQCRFS1P3"
100130995,"ZNF969P"
100130996,"YPEL5P1"
100131012,"YBX1P4"
100131017,"MZF-3"
100131017,"ZNF316"
100131027,"SLC25A5P4"
100131031,"ANKRD18EP"
100131051,"MED28P3"
100131055,"RPS4XP15"
100131060,"LINC01135"
100131065,"VN1R38P"
100131067,"CKMT2-AS1"
100131084,"DNM1P17"
100131085,"RPL7P12"
100131087,"RPLP1P11"
100131089,"SRP14-AS1"
100131092,"ISCA1P3"
100131094,"DPP9-AS1"
100131096,"TNRC6C-AS1"
100131103,"TATDN2P1"
100131117,"ZBTB20-AS1"
100131118,"VN1R67P"
100131130,"HNRNPA1P13"
100131135,"MTHFD2P4"
100131137,"BSP1"
100131137,"ELSPBP2"
100131137,"BSPH1"
100131138,"LINC01405"
100131173,"RPS29P12"
100131176,"WDR86-AS1"
100131183,"HMGN2P30"
100131187,"KAT"
100131187,"TSTD1"
100131188,"LIPT1P1"
100131189,"SSR1P2"
100131193,"CCDC183-AS1"
100131205,"RPL21P28"
100131207,"DNAJA1P2"
100131208,"SNAP25-AS1"
100131211,"TMEM194B"
100131211,"NEMP2"
100131213,"ZNF503-AS2"
100131230,"RPL30P4"
100131234,"MIR181A1HG"
100131236,"PCBP2P3"
100131244,"ANKRD63"
100131250,"SPCS2P1"
100131268,"TPT1P1"
100131281,"GLUD1P9"
100131302,"PTCD2P1"
100131303,"DPEP2NB"
100131309,"PRKRIRP9"
100131315,"LOC100131315"
100131320,"RAB6C-AS1"
100131327,"UQCRC2P1"
100131328,"FAM210CP"
100131358,"RPL3P12"
100131366,"LINC00605"
100131369,"DUX4L27"
100131370,"DDX18P6"
100131374,"PABPC1P5"
100131378,"C11orf91"
100131388,"NDUFA3P1"
100131390,"SP9"
100131390,"ZNF990"
100131393,"UBQLN4P2"
100131415,"OR7E163P"
100131418,"RPS27P22"
100131434,"LINC00893"
100131439,"CMRF35A4"
100131439,"CLM-4"
